Time Temperature HeartRate SkinConductivity EpisodeCount AlgorithmPrediction ActualEpisode ActualStatus
00:01:44 28.91 75.00 1104.07 0 NO NO Normal
00:01:45 28.87 74.00 1102.65 0 NO NO Normal
00:01:46 28.83 75.00 1101.51 0 NO NO Normal
00:01:47 29.00 75.00 1102.61 0 NO NO Normal
00:01:48 28.83 74.00 1102.49 0 NO NO Normal
00:01:49 28.93 75.00 1101.24 0 NO NO Normal
00:01:50 29.00 75.00 1095.41 0 NO NO Normal
00:01:51 28.84 75.00 1096.62 0 NO NO Normal
00:01:52 28.88 75.00 1101.89 0 NO NO Normal
00:01:53 28.92 74.00 1100.89 0 NO NO Normal
00:01:54 28.87 75.00 1096.56 0 NO NO Normal
00:01:55 28.82 75.00 1095.65 0 NO NO Normal
00:01:56 28.97 76.00 1095.11 0 NO NO Normal
00:01:57 28.91 75.00 1101.44 0 NO NO Normal
00:01:58 28.82 74.00 1098.98 0 NO NO Normal
00:01:59 28.94 74.00 1097.07 0 NO NO Normal
00:02:00 28.98 75.00 1104.65 0 NO NO Normal
00:02:01 28.88 75.00 1095.04 0 NO NO Normal
00:02:02 28.82 76.00 1096.36 0 NO NO Normal
00:02:03 28.83 76.00 1095.96 0 NO NO Normal
00:02:04 28.82 75.00 1096.14 0 NO NO Normal
00:02:05 28.91 75.00 1095.24 0 NO NO Normal
00:02:06 28.90 75.00 1097.09 0 NO NO Normal
00:02:07 28.92 75.00 1098.38 0 NO NO Normal
00:02:08 28.96 76.00 1102.02 0 NO NO Normal
00:02:09 28.96 75.00 1103.63 0 NO NO Normal
00:02:10 28.94 76.00 1101.89 0 NO NO Normal
00:02:11 28.94 74.00 1097.27 0 NO NO Normal
00:02:12 28.96 76.00 1101.51 0 NO NO Normal
00:02:13 28.92 75.00 1097.77 0 NO NO Normal
00:02:14 28.91 75.00 1104.74 0 NO NO Normal
00:02:15 28.82 75.00 1097.85 0 NO NO Normal
00:02:16 28.88 74.00 1103.27 0 NO NO Normal
00:02:17 28.85 75.00 1099.17 0 NO NO Normal
00:02:18 28.81 74.00 1100.49 0 NO NO Normal
00:02:19 28.90 75.00 1104.17 0 NO NO Normal
00:02:20 28.82 75.00 1096.57 0 NO NO Normal
00:02:21 28.88 75.00 1098.17 0 NO NO Normal
00:02:22 28.91 75.00 1096.06 0 NO NO Normal
00:02:23 28.81 75.00 1095.18 0 NO NO Normal
00:02:24 28.82 74.00 1096.76 0 NO NO Normal
00:02:25 28.86 74.00 1097.89 0 NO NO Normal
00:02:26 28.98 75.00 1102.08 0 NO NO Normal
00:02:27 28.89 75.00 1096.08 0 NO NO Normal
00:02:28 28.85 75.00 1100.13 0 NO NO Normal
00:02:29 28.96 75.00 1096.25 0 NO NO Normal
00:02:30 28.91 76.00 1104.18 0 NO NO Normal
00:02:31 28.97 74.00 1098.78 0 NO NO Normal
00:02:32 28.82 76.00 1096.81 0 NO NO Normal
00:02:33 28.90 75.00 1098.48 0 NO NO Normal
00:02:34 28.86 76.00 1097.06 0 NO NO Normal
00:02:35 28.97 76.00 1102.10 0 NO NO Normal
00:02:36 28.81 75.00 1098.87 0 NO NO Normal
00:02:37 28.92 74.00 1096.90 0 NO NO Normal
00:02:38 28.84 75.00 1099.03 0 NO NO Normal
00:02:39 28.92 76.00 1095.03 0 NO NO Normal
00:02:40 28.88 76.00 1098.15 0 NO NO Normal
00:02:41 28.95 75.00 1097.72 0 NO NO Normal
00:02:42 28.96 76.00 1100.43 0 NO NO Normal
00:02:43 28.81 75.00 1104.20 0 NO NO Normal
00:02:44 28.82 75.00 1101.39 0 NO NO Normal
00:02:45 28.90 75.00 1100.38 0 NO NO Normal
00:02:46 28.95 76.00 1100.58 0 NO NO Normal
00:02:47 28.81 76.00 1104.28 0 NO NO Normal
00:02:48 28.90 76.00 1098.21 0 NO NO Normal
00:02:49 28.97 76.00 1104.93 0 NO NO Normal
00:02:50 28.96 74.00 1098.98 0 NO NO Normal
00:02:51 28.89 75.00 1103.97 0 NO NO Normal
00:02:52 28.84 74.00 1096.25 0 NO NO Normal
00:02:53 28.91 76.00 1104.13 0 NO NO Normal
00:02:54 28.95 74.00 1097.65 0 NO NO Normal
00:02:55 28.92 74.00 1099.96 0 NO NO Normal
00:02:56 28.97 74.00 1095.19 0 NO NO Normal
00:02:57 28.96 76.00 1096.19 0 NO NO Normal
00:02:58 28.87 75.00 1097.68 0 NO NO Normal
00:02:59 28.87 75.00 1096.43 0 NO NO Normal
00:03:00 28.84 75.00 1098.45 0 NO NO Normal
00:03:01 28.84 76.00 1095.44 0 NO NO Normal
00:03:02 28.90 75.00 1102.92 0 NO NO Normal
00:03:03 28.93 74.00 1096.25 0 NO NO Normal
00:03:04 28.83 74.00 1096.64 0 NO NO Normal
00:03:05 28.91 76.00 1097.00 0 NO NO Normal
00:03:06 28.92 75.00 1096.04 0 NO NO Normal
00:03:07 28.84 75.00 1099.83 0 NO NO Normal
00:03:08 28.96 75.00 1097.55 0 NO NO Normal
00:03:09 28.85 74.00 1099.84 0 NO NO Normal
00:03:10 28.82 76.00 1104.85 0 NO NO Normal
00:03:11 28.95 75.00 1099.34 0 NO NO Normal
00:03:12 28.87 75.00 1095.27 0 NO NO Normal
00:03:13 28.88 76.00 1098.34 0 NO NO Normal
00:03:14 28.99 75.00 1098.26 0 NO NO Normal
00:03:15 28.91 75.00 1099.83 0 NO NO Normal
00:03:16 28.93 76.00 1095.04 0 NO NO Normal
00:03:17 28.93 76.00 1096.73 0 NO NO Normal
00:03:18 28.96 74.00 1102.37 0 NO NO Normal
00:03:19 28.83 75.00 1099.58 0 NO NO Normal
00:03:20 28.86 75.00 1104.77 0 NO NO Normal
00:03:21 28.92 76.00 1100.48 0 NO NO Normal
00:03:22 28.82 76.00 1096.23 0 NO NO Normal
00:03:23 28.85 74.00 1099.43 0 NO NO Normal
00:03:24 28.94 74.00 1098.18 0 NO NO Normal
00:03:25 28.88 75.00 1100.85 0 NO NO Normal
00:03:26 28.87 74.00 1095.88 0 NO NO Normal
00:03:27 28.99 76.00 1103.44 0 NO NO Normal
00:03:28 28.84 75.00 1102.86 0 NO NO Normal
00:03:29 28.87 75.00 1099.09 0 NO NO Normal
00:03:30 28.94 74.00 1097.48 0 NO NO Normal
00:03:31 28.81 75.00 1103.53 0 NO NO Normal
00:03:32 28.90 75.00 1096.25 0 NO NO Normal
00:03:33 28.88 75.00 1101.16 0 NO NO Normal
00:03:34 28.97 74.00 1101.38 0 NO NO Normal
00:03:35 28.88 74.00 1095.12 0 NO NO Normal
00:03:36 28.90 75.00 1102.70 0 NO NO Normal
00:03:37 28.83 75.00 1100.43 0 NO NO Normal
00:03:38 28.96 75.00 1102.87 0 NO NO Normal
00:03:39 28.97 74.00 1098.79 0 NO NO Normal
00:03:40 29.00 75.00 1102.49 0 NO NO Normal
00:03:41 28.89 75.00 1099.69 0 NO NO Normal
00:03:42 28.88 76.00 1101.34 0 NO NO Normal
00:03:43 28.88 74.00 1103.18 0 NO NO Normal
00:03:44 28.86 74.00 1100.84 0 NO NO Normal
00:03:45 28.86 74.00 1101.94 0 NO NO Normal
00:03:46 28.93 75.00 1104.15 0 NO NO Normal
00:03:47 28.99 76.00 1099.77 0 NO NO Normal
00:03:48 28.94 75.00 1102.47 0 NO NO Normal
00:03:49 28.86 74.00 1101.12 0 NO NO Normal
00:03:50 28.99 74.00 1101.67 0 NO NO Normal
00:03:51 28.81 75.00 1098.65 0 NO NO Normal
00:03:52 28.88 75.00 1096.57 0 NO NO Normal
00:03:53 28.83 74.00 1099.05 0 NO NO Normal
00:03:54 28.82 75.00 1100.25 0 NO NO Normal
00:03:55 28.83 75.00 1095.99 0 NO NO Normal
00:03:56 28.96 75.00 1102.89 0 NO NO Normal
00:03:57 28.85 74.00 1095.15 0 NO NO Normal
00:03:58 28.98 76.00 1095.60 0 NO NO Normal
00:03:59 28.91 76.00 1102.41 0 NO NO Normal
00:04:00 28.82 76.00 1097.85 0 NO NO Normal
00:04:01 28.87 74.00 1102.19 0 NO NO Normal
00:04:02 28.91 76.00 1098.11 0 NO NO Normal
00:04:03 28.99 74.00 1096.96 0 NO NO Normal
00:04:04 28.84 74.00 1096.92 0 NO NO Normal
00:04:05 28.98 76.00 1101.81 0 NO NO Normal
00:04:06 28.95 75.00 1104.01 0 NO NO Normal
00:04:07 28.93 75.00 1102.41 0 NO NO Normal
00:04:08 28.80 74.00 1099.77 0 NO NO Normal
00:04:09 28.89 75.00 1098.11 0 NO NO Normal
00:04:10 28.81 75.00 1100.80 0 NO NO Normal
00:04:11 28.89 75.00 1102.33 0 NO NO Normal
00:04:12 29.00 76.00 1100.92 0 NO NO Normal
00:04:13 28.84 75.00 1102.59 0 NO NO Normal
00:04:14 28.89 75.00 1101.44 0 NO NO Normal
00:04:15 28.95 74.00 1096.52 0 NO NO Normal
00:04:16 28.85 74.00 1099.14 0 NO NO Normal
00:04:17 28.97 76.00 1099.21 0 NO NO Normal
00:04:18 28.86 74.00 1095.28 0 NO NO Normal
00:04:19 28.92 75.00 1101.09 0 NO NO Normal
00:04:20 28.89 75.00 1104.89 0 NO NO Normal
00:04:21 28.98 75.00 1101.57 0 NO NO Normal
00:04:22 28.82 76.00 1099.74 0 NO NO Normal
00:04:23 28.90 75.00 1101.14 0 NO NO Normal
00:04:24 28.88 74.00 1100.48 0 NO NO Normal
00:04:25 28.96 75.00 1104.58 0 NO NO Normal
00:04:26 28.95 76.00 1096.61 0 NO NO Normal
00:04:27 28.90 75.00 1101.86 0 NO NO Normal
00:04:28 28.93 76.00 1103.11 0 NO NO Normal
00:04:29 28.94 74.00 1100.00 0 NO NO Normal
00:04:30 28.89 74.00 1096.96 0 NO NO Normal
00:04:31 28.82 76.00 1103.71 0 NO NO Normal
00:04:32 28.90 74.00 1103.66 0 NO NO Normal
00:04:33 29.00 74.00 1095.73 0 NO NO Normal
00:04:34 28.85 76.00 1104.91 0 NO NO Normal
00:04:35 28.99 74.00 1095.47 0 NO NO Normal
00:04:36 28.89 74.00 1100.08 0 NO NO Normal
00:04:37 28.89 75.00 1101.87 0 NO NO Normal
00:04:38 28.83 75.00 1095.40 0 NO NO Normal
00:04:39 28.99 75.00 1095.98 0 NO NO Normal
00:04:40 28.89 75.00 1095.78 0 NO NO Normal
00:04:41 28.85 74.00 1095.93 0 NO NO Normal
00:04:42 28.95 75.00 1101.01 0 NO NO Normal
00:04:43 28.85 75.00 1099.49 0 NO NO Normal
00:04:44 29.00 75.00 1101.08 0 NO NO Normal
00:04:45 28.95 76.00 1101.19 0 NO NO Normal
00:04:46 28.83 75.00 1095.85 0 NO NO Normal
00:04:47 28.99 75.00 1101.29 0 NO NO Normal
00:04:48 28.98 75.00 1097.99 0 NO NO Normal
00:04:49 28.97 75.00 1101.44 0 NO NO Normal
00:04:50 28.83 75.00 1099.15 0 NO NO Normal
00:04:51 28.95 75.00 1101.31 0 NO NO Normal
00:04:52 28.86 75.00 1098.09 0 NO NO Normal
00:04:53 28.83 75.00 1098.97 0 NO NO Normal
00:04:54 28.80 75.00 1098.54 0 NO NO Normal
00:04:55 28.84 75.00 1104.85 0 NO NO Normal
00:04:56 28.96 76.00 1101.03 0 NO NO Normal
00:04:57 28.90 76.00 1104.33 0 NO NO Normal
00:04:58 28.91 75.00 1099.32 0 NO NO Normal
00:04:59 28.84 75.00 1102.41 0 NO NO Normal
00:05:00 28.87 75.00 1096.23 0 NO NO Normal
00:05:01 28.82 76.00 1101.29 0 NO NO Normal
00:05:02 28.97 75.00 1099.38 0 NO NO Normal
00:05:03 28.86 76.00 1104.58 0 NO NO Normal
00:05:04 28.93 75.00 1104.80 0 NO NO Normal
00:05:05 28.88 75.00 1095.33 0 NO NO Normal
00:05:06 28.98 74.00 1096.28 0 NO NO Normal
00:05:07 28.87 74.00 1095.84 0 NO NO Normal
00:05:08 28.96 75.00 1103.62 0 NO NO Normal
00:05:09 28.87 74.00 1099.48 0 NO NO Normal
00:05:10 28.82 75.00 1099.79 0 NO NO Normal
00:05:11 28.92 74.00 1102.57 0 NO NO Normal
00:05:12 28.87 75.00 1102.45 0 NO NO Normal
00:05:13 28.92 74.00 1098.82 0 NO NO Normal
00:05:14 28.94 74.00 1100.92 0 NO NO Normal
00:05:15 28.96 75.00 1095.38 0 NO NO Normal
00:05:16 28.97 76.00 1099.34 0 NO NO Normal
00:05:17 28.88 74.00 1098.32 0 NO NO Normal
00:05:18 28.93 75.00 1101.49 0 NO NO Normal
00:05:19 28.97 75.00 1098.62 0 NO NO Normal
00:05:20 28.94 75.00 1100.56 0 NO NO Normal
00:05:21 28.84 75.00 1104.18 0 NO NO Normal
00:05:22 28.93 75.00 1095.02 0 NO NO Normal
00:05:23 28.87 76.00 1104.13 0 NO NO Normal
00:05:24 28.85 75.00 1098.01 0 NO NO Normal
00:05:25 28.92 75.00 1100.24 0 NO NO Normal
00:05:26 28.96 74.00 1102.68 0 NO NO Normal
00:05:27 28.91 74.00 1104.16 0 NO NO Normal
00:05:28 28.92 76.00 1100.91 0 NO NO Normal
00:05:29 28.97 75.00 1104.67 0 NO NO Normal
00:05:30 28.99 75.00 1097.78 0 NO NO Normal
00:05:31 28.96 74.00 1099.01 0 NO NO Normal
00:05:32 28.97 75.00 1096.25 0 NO NO Normal
00:05:33 28.97 75.00 1104.41 0 NO NO Normal
00:05:34 28.88 76.00 1104.36 0 NO NO Normal
00:05:35 28.95 75.00 1099.86 0 NO NO Normal
00:05:36 28.99 76.00 1095.13 0 NO NO Normal
00:05:37 28.90 76.00 1099.77 0 NO NO Normal
00:05:38 28.81 76.00 1098.78 0 NO NO Normal
00:05:39 28.97 76.00 1098.94 0 NO NO Normal
00:05:40 28.98 76.00 1103.22 0 NO NO Normal
00:05:41 28.82 74.00 1095.15 0 NO NO Normal
00:05:42 28.81 76.00 1101.50 0 NO NO Normal
00:05:43 28.91 75.00 1095.85 0 NO NO Normal
00:05:44 28.97 74.00 1100.71 0 NO NO Normal
00:05:45 28.87 75.00 1095.40 0 NO NO Normal
00:05:46 28.91 75.00 1103.17 0 NO NO Normal
00:05:47 28.88 76.00 1102.78 0 NO NO Normal
00:05:48 28.83 75.00 1103.85 0 NO NO Normal
00:05:49 28.84 76.00 1095.94 0 NO NO Normal
00:05:50 28.89 75.00 1102.28 0 NO NO Normal
00:05:51 28.82 75.00 1098.68 0 NO NO Normal
00:05:52 28.84 74.00 1098.95 0 NO NO Normal
00:05:53 28.85 74.00 1099.28 0 NO NO Normal
00:05:54 28.86 75.00 1097.32 0 NO NO Normal
00:05:55 28.85 76.00 1101.93 0 NO NO Normal
00:05:56 28.87 75.00 1099.35 0 NO NO Normal
00:05:57 28.86 76.00 1104.87 0 NO NO Normal
00:05:58 28.92 75.00 1100.14 0 NO NO Normal
00:05:59 28.81 75.00 1097.84 0 NO NO Normal
00:06:00 28.83 74.00 1101.50 0 NO NO Normal
00:06:01 28.90 75.00 1097.69 0 NO NO Normal
00:06:02 28.84 76.00 1096.12 0 NO NO Normal
00:06:03 28.83 76.00 1099.77 0 NO NO Normal
00:06:04 28.85 75.00 1104.70 0 NO NO Normal
00:06:05 28.81 75.00 1095.32 0 NO NO Normal
00:06:06 28.96 74.00 1101.90 0 NO NO Normal
00:06:07 29.00 74.00 1097.18 0 NO NO Normal
00:06:08 28.80 76.00 1100.15 0 NO NO Normal
00:06:09 28.99 75.00 1099.38 0 NO NO Normal
00:06:10 28.97 75.00 1104.33 0 NO NO Normal
00:06:11 28.82 76.00 1103.08 0 NO NO Normal
00:06:12 28.87 75.00 1097.52 0 NO NO Normal
00:06:13 28.80 75.00 1103.02 0 NO NO Normal
00:06:14 28.94 75.00 1100.57 0 NO NO Normal
00:06:15 28.91 75.00 1100.43 0 NO NO Normal
00:06:16 28.91 76.00 1098.32 0 NO NO Normal
00:06:17 28.83 75.00 1103.67 0 NO NO Normal
00:06:18 28.95 75.00 1096.66 0 NO NO Normal
00:06:19 28.97 76.00 1095.44 0 NO NO Normal
00:06:20 28.87 76.00 1097.78 0 NO NO Normal
00:06:21 28.89 76.00 1104.90 0 NO NO Normal
00:06:22 28.98 75.00 1095.36 0 NO NO Normal
00:06:23 28.90 74.00 1104.73 0 NO NO Normal
00:06:24 28.96 76.00 1100.95 0 NO NO Normal
00:06:25 28.99 75.00 1100.69 0 NO NO Normal
00:06:26 28.90 76.00 1102.54 0 NO NO Normal
00:06:27 28.92 75.00 1095.20 0 NO NO Normal
00:06:28 28.84 76.00 1096.51 0 NO NO Normal
00:06:29 28.86 75.00 1096.96 0 NO NO Normal
00:06:30 28.83 74.00 1097.59 0 NO NO Normal
00:06:31 28.93 75.00 1095.13 0 NO NO Normal
00:06:32 28.81 75.00 1096.27 0 NO NO Normal
00:06:33 28.99 75.00 1098.58 0 NO NO Normal
00:06:34 28.87 74.00 1102.01 0 NO NO Normal
00:06:35 28.87 75.00 1095.82 0 NO NO Normal
00:06:36 28.95 74.00 1098.62 0 NO NO Normal
00:06:37 28.87 76.00 1095.99 0 NO NO Normal
00:06:38 28.87 76.00 1099.71 0 NO NO Normal
00:06:39 28.92 75.00 1102.24 0 NO NO Normal
00:06:40 28.90 76.00 1105.00 0 NO NO Normal
00:06:41 28.91 75.00 1103.12 0 NO NO Normal
00:06:42 28.85 74.00 1098.23 0 NO NO Normal
00:06:43 28.87 74.00 1099.97 0 NO NO Normal
00:06:44 28.91 75.00 1100.50 0 NO NO Normal
00:06:45 28.95 75.00 1096.46 0 NO NO Normal
00:06:46 28.93 75.00 1103.93 0 NO NO Normal
00:06:47 28.82 75.00 1097.30 0 NO NO Normal
00:06:48 28.83 75.00 1099.78 0 NO NO Normal
00:06:49 28.81 75.00 1098.18 0 NO NO Normal
00:06:50 28.95 75.00 1098.52 0 NO NO Normal
00:06:51 28.91 74.00 1095.24 0 NO NO Normal
00:06:52 28.93 75.00 1096.93 0 NO NO Normal
00:06:53 28.86 75.00 1097.51 0 NO NO Normal
00:06:54 28.90 75.00 1095.60 0 NO NO Normal
00:06:55 28.92 75.00 1099.91 0 NO NO Normal
00:06:56 28.91 76.00 1100.70 0 NO NO Normal
00:06:57 28.88 75.00 1104.95 0 NO NO Normal
00:06:58 28.81 75.00 1095.18 0 NO NO Normal
00:06:59 28.85 74.00 1100.33 0 NO NO Normal
00:07:00 28.81 74.00 1096.54 0 NO NO Normal
00:07:01 28.81 75.00 1101.62 0 NO NO Normal
00:07:02 28.97 75.00 1098.04 0 NO NO Normal
00:07:03 28.82 76.00 1102.45 0 NO NO Normal
00:07:04 28.95 74.00 1098.22 0 NO NO Normal
00:07:05 28.99 74.00 1101.92 0 NO NO Normal
00:07:06 28.92 74.00 1096.41 0 NO NO Normal
00:07:07 28.94 76.00 1095.96 0 NO NO Normal
00:07:08 28.85 74.00 1101.15 0 NO NO Normal
00:07:09 28.81 75.00 1095.64 0 NO NO Normal
00:07:10 28.91 74.00 1100.98 0 NO NO Normal
00:07:11 28.92 74.00 1100.28 0 NO NO Normal
00:07:12 28.95 76.00 1095.74 0 NO NO Normal
00:07:13 29.00 75.00 1098.82 0 NO NO Normal
00:07:14 28.81 76.00 1102.25 0 NO NO Normal
00:07:15 28.84 74.00 1104.73 0 NO NO Normal
00:07:16 28.87 75.00 1099.06 0 NO NO Normal
00:07:17 28.83 74.00 1099.63 0 NO NO Normal
00:07:18 28.98 75.00 1103.71 0 NO NO Normal
00:07:19 28.81 76.00 1099.82 0 NO NO Normal
00:07:20 28.85 75.00 1095.38 0 NO NO Normal
00:07:21 28.95 75.00 1103.00 0 NO NO Normal
00:07:22 28.84 74.00 1098.54 0 NO NO Normal
00:07:23 28.98 74.00 1097.73 0 NO NO Normal
00:07:24 28.80 75.00 1099.51 0 NO NO Normal
00:07:25 29.00 75.00 1102.90 0 NO NO Normal
00:07:26 28.87 76.00 1104.19 0 NO NO Normal
00:07:27 28.92 75.00 1096.79 0 NO NO Normal
00:07:28 28.95 75.00 1098.33 0 NO NO Normal
00:07:29 28.84 75.00 1099.17 0 NO NO Normal
00:07:30 28.97 74.00 1104.63 0 NO NO Normal
00:07:31 28.93 74.00 1104.57 0 NO NO Normal
00:07:32 28.99 75.00 1101.00 0 NO NO Normal
00:07:33 28.80 75.00 1095.45 0 NO NO Normal
00:07:34 28.85 75.00 1100.14 0 NO NO Normal
00:07:35 28.89 75.00 1101.18 0 NO NO Normal
00:07:36 28.80 76.00 1097.37 0 NO NO Normal
00:07:37 28.97 75.00 1095.40 0 NO NO Normal
00:07:38 28.97 75.00 1098.26 0 NO NO Normal
00:07:39 28.90 75.00 1100.20 0 NO NO Normal
00:07:40 28.92 76.00 1102.26 0 NO NO Normal
00:07:41 28.88 74.00 1101.01 0 NO NO Normal
00:07:42 28.98 74.00 1095.66 0 NO NO Normal
00:07:43 28.91 75.00 1104.93 0 NO NO Normal
00:07:44 28.93 74.00 1098.48 0 NO NO Normal
00:07:45 28.96 74.00 1099.62 0 NO NO Normal
00:07:46 28.91 75.00 1103.47 0 NO NO Normal
00:07:47 28.87 75.00 1103.12 0 NO NO Normal
00:07:48 28.84 76.00 1099.84 0 NO NO Normal
00:07:49 28.99 76.00 1098.41 0 NO NO Normal
00:07:50 28.81 75.00 1104.52 0 NO NO Normal
00:07:51 28.85 75.00 1102.51 0 NO NO Normal
00:07:52 28.82 74.00 1104.04 0 NO NO Normal
00:07:53 28.93 74.00 1097.38 0 NO NO Normal
00:07:54 28.90 75.00 1103.59 0 NO NO Normal
00:07:55 28.94 74.00 1097.22 0 NO NO Normal
00:07:56 28.83 76.00 1099.76 0 NO NO Normal
00:07:57 28.87 74.00 1100.43 0 NO NO Normal
00:07:58 28.88 75.00 1100.39 0 NO NO Normal
